nsys profile -t cuda,nvtx --stats=true

NOTICE: Existing SQLite export found: report2.sqlite
        It is assumed file was previously exported from: report2.nsys-rep
        Consider using --force-export=true if needed.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)   Style                                                   Range                                                
      0.1          9799926       3262       3004.3       2641.0       1878      36604       1757.5  cudaEventRecord                   
      0.1          9427083         51     184844.8     170073.0     143065     461700      57042.5  cuModuleUnload                    
      0.1          9310080       1801       5169.4       2917.0       1118    1566059      44455.8  cudaFreeAsync_v11020              
      0.1          7929683       1372       5779.7       4857.0        262      40451       3326.8  cudaMemsetAsync                   
      0.0          3526249         32     110195.3       3825.0       3213    3204306     565460.8  cudaStreamCreateWithFlags         
      0.0          3208775         19     168882.9      14037.0       3989    1809050     410975.9  cudaMalloc                        
      0.0          2318250         49      47311.2       9723.0       8693    1450263     207380.4  cuStreamCreate                    
      0.0          1097893        142       7731.6       7365.0       1257      33944       6904.8  cudaDeviceSynchronize             
      0.0          1054413       2754        382.9        309.0        204      16150        530.6  cuGetProcAddress_v2               
      0.0           828542        890        930.9        741.5        616      13889        863.5  cudaEventCreateWithFlags          
      0.0           783736        131       5982.7       6502.0       1148      15483       2534.4  cudaStreamSynchronize             
      0.0           653018        890        733.7        613.0        550      19307        773.8  cudaEventDestroy                  
      0.0           440850         49       8996.9       5908.0       5119      86793      12310.1  cuStreamDestroy_v2                
      0.0           330967         36       9193.5       6376.0       4184      52702       9937.0  cudaStreamDestroy                 
      0.0           255433          9      28381.4      21768.0      14662      59826      14046.4  cudaMemGetInfo                    
      0.0            93227         49       1902.6       1691.0       1439       7169        927.2  cuEventCreate                     
      0.0            61077         98        623.2        628.0        332       1449        205.6  cuCtxSetCurrent                   
      0.0            53231          4      13307.8       1697.0        527      49310      24008.0  cudaDeviceGetDefaultMemPool_v11020
      0.0            47932          3      15977.3      16607.0      12037      19288       3666.3  cudaStreamCreate                  
      0.0            40055         49        817.4        675.0        450       6294        823.2  cuEventDestroy_v2                 
      0.0            32552          7       4650.3       3972.0       2904       8817       1967.9  cuInit                            
      0.0            28105          1      28105.0      28105.0      28105      28105          0.0  cudaStreamCreateWithPriority      
      0.0            12816          1      12816.0      12816.0      12816      12816          0.0  cudaMemPoolSetAttribute_v11020    
      0.0             8020          9        891.1        275.0        245       5464       1716.8  cuModuleGetLoadingMode            
      0.0             2634          2       1317.0       1317.0        542       2092       1096.0  cudaMemPoolGetAttribute_v11020    

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  ---------  ---------  --------  --------  -----------  ----------------------------------------------------------------------------------------------------
     32.1       3821488195       1631  2343033.8  2339199.0   2332224   2486395      18517.3  std::enable_if<T7, void>::type internal::gemvx::kernel<int, int, __half, float, float, float, (bool…
     25.5       3040751336     115920    26231.5    29343.0     10463     46334      10930.8  void gemv2T_kernel_val<int, int, __half, __half, __half, float, (int)128, (int)16, (int)4, (int)4, …
     11.9       1415312571      38640    36628.2    36575.0     35103     41119        478.2  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (b…
      7.3        867255233      38640    22444.5    23615.0     12288     28255       2744.6  void tensorrt_llm::kernels::mmha::masked_multihead_attention_kernel<unsigned short, unsigned short,…
      6.1        727370526       1631   445966.0   439699.0    382805    562896      23789.2  void tensorrt_llm::kernels::batchApplyPenalty<float>(const T1 *const *, T1 *, const T1 *, int *, co…
      4.1        485474643        504   963243.3  1089986.5     49566   1553845     435712.0  void tensorrt_llm::kernels::softmax_kernel<__half, float, (int)1>(T1 *, const T2 *, const T1 *, con…
      2.5        292222104      78288     3732.7     2592.0      1664    151804      10426.5  generatedNativePointwise                                                                            
      2.1        254031129      75670     3357.1     3296.0      2687      4928        227.6  __myl_bb1_1_AddAddCasMeaSubMulMeaAddSqrDivMulCasMulAdd_com_vec                                      
      1.9        224464586       1488   150849.9   163067.0     37695    304888      73562.6  turing_fp16_s1688gemm_fp16_128x128_ldg8_f2f_tn                                                      
      1.2        145619896        336   433392.5   473506.5    159612    586352     127151.0  void cutlass::Kernel<cutlass_75_tensorop_s1688gemm_f16_64x64_tn_align1>(T1::Params)                 
      0.9        108747908       1631    66675.6    65470.0     52447     91486       5137.5  void tensorrt_llm::kernels::topKStage1<float, (int)128, (int)8>(const T1 *, const T1 *const *, T1 *…
      0.8         98410771       1631    60337.7    59166.0     47838     83613       4598.3  void tensorrt_llm::kernels::addBiasSoftMax<float>(T1 *, T1 **, T1 *, const T1 *, const int *, const…
      0.7         85934719        336   255758.1   262569.0    103005    347574      70165.0  void cutlass::Kernel<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_nn_align1>(T1::Params)             
      0.6         67718742        504   134362.6   144380.5     31167    193146      41647.3  void tensorrt_llm::kernels::add_fusedQKV_bias_transpose_kernel<__half, (bool)0>(T1 *, T1 *, T1 *, T…
      0.5         65106815        264   246616.7   249769.0    138908    305303      43925.3  turing_fp16_s1688gemm_fp16_256x64_sliced1x2_ldg8_f2f_tn                                             
      0.3         32574917        216   150809.8   146363.5     72350    256985      39285.9  turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn                                                      
      0.2         28406838        120   236723.7   237945.5     68734    395413     101263.0  void cutlass::Kernel<cutlass_75_tensorop_s1688gemm_f16_128x128_tn_align2>(T1::Params)               
      0.2         24895023       1610    15462.7    15231.0     12959     20799        942.0  __myl_bb1_1_GatCasMeaSubMulMeaAddSqrDivMulCasMulAddCasMeaSubMulMeaAddSqrDivMulCasMulAdd_com         
      0.2         21968999        987    22258.4    25503.0      5408     31871       7086.5  __myl_bb1_1_AddAddCasMeaSubMulMeaAddSqrDivMulCasMulAdd_vec                                          
      0.1         14444406        120   120370.1   127916.0     34623    199227      48333.7  void cutlass::Kernel<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_nn_align2>(T1::Params)             
      0.1         12301472        504    24407.7    29391.5      3936     33151       8212.9  void tensorrt_llm::kernels::transpose4dBatchMajorKVCache<__half, __half, tensorrt_llm::kernels::KVB…
      0.1         10543120       1631     6464.2     6368.0      5535     20895        725.4  void tensorrt_llm::kernels::topKStage2Sampling<float, (int)128, (int)8>(const int *, T1 *, int **, …
      0.1          9139261        504    18133.5    19679.0      5056     25663       5457.0  void tensorrt_llm::kernels::transpose_remove_padding<__half2>(const T1 *, T1 *, int, int, int, int,…
      0.1          7021286       1631     4304.9     4225.0      3616     12384        342.7  tensorrt_llm::kernels::copyNextStepIds(int *, const int *const *, const int *, const int *, const i…
      0.1          6136660       1631     3762.5     3680.0      3200     13952        412.2  void tensorrt_llm::runtime::kernels::<unnamed>::reduceSum<int>(T1 *, const T1 *, unsigned long)     
      0.0          5346287       1631     3277.9     3200.0      2720     14367        544.4  tensorrt_llm::kernels::lengthCriterion(tensorrt_llm::kernels::FinishedState *, int *, const unsigne…
      0.0          4789479       1673     2862.8     2816.0      2303      3967        216.1  void cub::CUB_200200_700_800_860_890_900_NS::DeviceScanKernel<cub::CUB_200200_700_800_860_890_900_N…
      0.0          4712188       1610     2926.8     2880.0      2368      4096        199.6  __myl_bb1_2_AddAddCasMeaSubMulMea_com_vec                                                           
      0.0          4060641        504     8056.8     8512.0      2911     12319       2626.7  void tensorrt_llm::kernels::computeAttentionMask<__half>(T1 *, const int *, int, int, tensorrt_llm:…
      0.0          3766213       1610     2339.3     2304.0      1919      3424        155.4  __myl_bb1_1_AddSqrDivMulCasMulAddSubGat_com                                                         
      0.0          2528231       1652     1530.4     1504.0      1216      2145        119.6  void tensorrt_llm::runtime::kernels::<unnamed>::add<int>(T1 *, unsigned long, T1)                   
      0.0          2489077       1008     2469.3     2464.0      1695      3616        348.1  void tensorrt_llm::kernels::computeSeqOffsets<(int)256>(int *, const int *, int)                    
      0.0          2311001       1695     1363.4     1344.0      1056      2848        118.7  void tensorrt_llm::runtime::kernels::<unnamed>::fill<int>(T1 *, unsigned long, T1)                  
      0.0          2270378       1673     1357.1     1343.0      1087      1921        107.0  void cub::CUB_200200_700_800_860_890_900_NS::DeviceScanInitKernel<cub::CUB_200200_700_800_860_890_9…
      0.0          1894288         24    78928.7    78670.0     76030     81246       1263.1  turing_s1688gemm_fp16_256x64_ldg8_stages_32x1_tn                                                    
      0.0          1823599         24    75983.3    73662.0     72478     81054       3565.9  turing_fp16_s1688gemm_fp16_128x256_ldg8_f2f_stages_32x1_tn                                          
      0.0          1617643         48    33700.9    33839.0     13280     54334      19942.9  turing_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn                                          
      0.0           854122         21    40672.5    42527.0     18528     50079       7205.1  __myl_bb1_1_GatCasMeaSubMulMeaAddSqrDivMulCasMulAddCasMeaSubMulMeaAddSqrDivMulCasMulAdd             
      0.0           833312        504     1653.4     1599.0      1312      2624        222.3  tensorrt_llm::kernels::computePaddingOffsets(int *, const int *, int)                               
      0.0           693453         24    28893.9    27983.0     27360     31199       1511.3  turing_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_tn                                             
      0.0           511408         21    24352.8    29503.0      5568     32191       8865.7  __myl_bb1_2_AddAddCasMeaSubMulMea_vec                                                               
      0.0           418866         24    17452.8    17504.0     16767     18399        455.8  turing_s1688gemm_fp16_128x128_ldg8_stages_32x1_tn                                                   
      0.0            70975         21     3379.8     3488.0      2560      3936        343.5  __myl_bb1_1_AddSqrDivMulCasMulAddSubGat                                                             
      0.0            63711         42     1516.9     1487.5      1312      2112        145.6  void tensorrt_llm::kernels::scatterDecodingParamsKernel<float>(const T1 *, T1 *, const int *, int)  
      0.0            39902         21     1900.1     1856.0      1696      2880        235.5  tensorrt_llm::runtime::kernels::<unnamed>::copyPackedInputToOutput(int *, const int *, const int *,…
      0.0            37342         21     1778.2     1728.0      1632      2496        174.6  tensorrt_llm::layers::setTopPRuntimeArgs(int, int, int *, int, float, float *, int, bool *, const i…
      0.0            36576         21     1741.7     1697.0      1568      2399        164.1  void tensorrt_llm::layers::setupTopKRuntimeArgs<(int)1024>(int, int, int *, int, float, float *, in…
      0.0            36480         21     1737.1     1696.0      1536      2368        160.1  void tensorrt_llm::runtime::kernels::<unnamed>::tileTensor<int>(T1 *, const T1 *, unsigned int, uns…
      0.0            32320         21     1539.0     1504.0      1375      2112        145.6  void tensorrt_llm::kernels::scatterDecodingParamsKernel<int>(const T1 *, T1 *, const int *, int)    
      0.0            29631         21     1411.0     1376.0      1248      1921        130.9  tensorrt_llm::kernels::curandInitialize(curandStateXORWOW *, const int *, int, unsigned long)       

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count  Avg (ns)  Med (ns)  Min (ns)  Max (ns)   StdDev (ns)            Operation           
 --------  ---------------  -----  --------  --------  --------  ---------  -----------  ------------------------------
     97.1        353997013   1821  194397.0     640.0       416  352849914    8268643.5  [CUDA memcpy Host-to-Device]  
      2.0          7461846   1350    5527.3    1216.0       416      17888       6500.1  [CUDA memset]                 
      0.8          2873725   1694    1696.4    1664.0      1344       2848        153.1  [CUDA memcpy Device-to-Device]
      0.1           267331    189    1414.4    1344.0      1216       2176        185.3  [CUDA memcpy Device-to-Host]  

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count  Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  -----  --------  --------  --------  --------  -----------  ------------------------------
   1637.434   1821     0.899     0.003     0.000  1632.232       38.250  [CUDA memcpy Host-to-Device]  
   1554.323   1350     1.151     0.000     0.000     3.781        1.584  [CUDA memset]                 
      0.093   1694     0.000     0.000     0.000     0.004        0.000  [CUDA memcpy Device-to-Device]
      0.023    189     0.000     0.000     0.000     0.003        0.000  [CUDA memcpy Device-to-Host]  

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/openmp_sum.py]... 
SKIPPED: report2.sqlite does not contain OpenMP event data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/opengl_khr_range_sum.py]... 
SKIPPED: report2.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: report2.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/vulkan_marker_sum.py]... 
SKIPPED: report2.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: report2.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/dx11_pix_sum.py]... 
SKIPPED: report2.sqlite does not contain DX11 CPU debug markers.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: report2.sqlite does not contain DX12 GPU debug markers.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/dx12_pix_sum.py]... 
SKIPPED: report2.sqlite does not contain DX12 CPU debug markers.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/wddm_queue_sum.py]... 
SKIPPED: report2.sqlite does not contain WDDM context data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/um_sum.py]... 
SKIPPED: report2.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/um_total_sum.py]... 
SKIPPED: report2.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: report2.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/openacc_sum.py]... 
SKIPPED: report2.sqlite does not contain OpenACC event data.

