
NOTICE: Existing SQLite export found: report1.sqlite
        It is assumed file was previously exported from: report1.nsys-rep
        Consider using --force-export=true if needed.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)   Style                                                   Range                                                
      0.0          3377004        240       14070.9        5889.0      3054      1230188       79590.6  mmap64                
      0.0          3059262          3     1019754.0      991873.0      5587      2061802     1028391.0  pthread_mutex_lock    
      0.0          2122678        429        4948.0        3776.0      1360        27801        3007.5  stat                  
      0.0          2092011        131       15969.5       13579.0      1131        51042       10248.4  write                 
      0.0          1300209         10      130020.9       82362.0     52311       534104      145457.2  sem_timedwait         
      0.0          1284688        110       11679.0        6924.0      1049        76863       13931.8  fgets                 
      0.0          1247173         11      113379.4       63825.0     49448       585113      157351.0  pthread_create        
      0.0          1231667          7      175952.4      175391.0    160910       194825       12634.0  usleep                
      0.0          1003383        133        7544.2        3302.0      1630        49880        9275.1  connect               
      0.0           657528         89        7388.0        4576.0      2101        34723        6729.6  fopen                 
      0.0           643646        124        5190.7        2460.0      2093        53328        7682.0  open                  
      0.0           619883          4      154970.8        3813.0      2418       609839      303246.7  recv                  
      0.0           539975        145        3724.0        2917.0      2181        16520        2226.5  socket                
      0.0           522285         22       23740.2       24787.5      1835        49042       12791.3  writev                
      0.0           472180        178        2652.7        1901.5      1350        17046        2208.6  fclose                
      0.0           420109         49        8573.7        3033.0      2020        31642        7732.7  fopen64               
      0.0           379741         50        7594.8        6237.5      1019        27220        6009.6  pthread_cond_signal   
      0.0           375496          5       75099.2       72927.0     67495        86322        7214.9  sleep                 
      0.0           336873          9       37430.3       20828.0      2452       187143       59887.6  pthread_rwlock_wrlock 
      0.0           290558         39        7450.2        6496.0      1107        13877        2735.1  pthread_cond_broadcast
      0.0           206513         91        2269.4        2100.0      1882         7140         601.9  openat64              
      0.0           182059         21        8669.5        7234.0      4887        25274        4418.8  fstatat               
      0.0           179944         21        8568.8        5039.0      1224        21236        7528.5  putc                  
      0.0           107510         50        2150.2        1806.0      1181         4312         929.9  epoll_ctl             
      0.0            97750         17        5750.0        4999.0      1232        14898        5049.1  fread                 
      0.0            97239          3       32413.0       31960.0     29226        36053        3436.0  waitpid               
      0.0            96593         74        1305.3        1267.0      1001         2337         233.1  fcntl                 
      0.0            84945         13        6534.2        5822.0      3214        11143        2380.7  pipe2                 
      0.0            82241          7       11748.7        8264.0      2419        27708        9934.2  shutdown              
      0.0            73215          6       12202.5       11889.5      7153        18888        5099.9  posix_fallocate       
      0.0            72941         37        1971.4        1193.0      1142        18035        3189.4  fputs                 
      0.0            60103         40        1502.6        1163.0      1002         5863         875.4  sigaction             
      0.0            56961          3       18987.0       15566.0      8500        32895       12552.1  send                  
      0.0            41155         12        3429.6        3597.5      1774         5646        1295.9  flock                 
      0.0            37386          7        5340.9        2912.0      2130        18364        5821.2  bind                  
      0.0            35720         20        1786.0        1746.5      1286         2926         502.4  fstat                 
      0.0            30914          8        3864.3        3703.5      2782         6347        1097.0  lstat                 
      0.0            28069          5        5613.8        6438.0      3230         7381        1973.3  pipe                  
      0.0            26630          2       13315.0       13315.0     12082        14548        1743.7  shmdt                 
      0.0            19616          4        4904.0        5065.5      3298         6187        1194.9  futex                 
      0.0            15533          2        7766.5        7766.5      7723         7810          61.5  shmget                
      0.0            12982          6        2163.7        2202.5      1763         2519         279.0  listen                
      0.0            11810          9        1312.2        1207.0      1010         2149         333.3  dup                   
      0.0            11563          2        5781.5        5781.5      5170         6393         864.8  shmat                 
      0.0            10296          6        1716.0        1635.5      1254         2392         457.0  pthread_mutex_trylock 
      0.0             9391          5        1878.2        1972.0      1206         2722         629.2  dup2                  
      0.0             7931          1        7931.0        7931.0      7931         7931           0.0  accept                
      0.0             7539          3        2513.0        1392.0      1042         5105        2251.5  fwrite                
      0.0             6265          1        6265.0        6265.0      6265         6265           0.0  ftruncate             
      0.0             5792          1        5792.0        5792.0      5792         5792           0.0  fstatat64             
      0.0             5115          4        1278.8        1278.5      1210         1348          64.9  shmctl                
      0.0             2022          1        2022.0        2022.0      2022         2022           0.0  getc                  
      0.0             1510          1        1510.0        1510.0      1510         1510           0.0  fputc                 
      0.0             1146          1        1146.0        1146.0      1146         1146           0.0  signal                
      0.0             1101          1        1101.0        1101.0      1101         1101           0.0  fflush                

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)                 Name               
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  ----------------------------------
     66.4       7622201130       1631    4673329.9    3929013.0       8103   90262933    7293826.7  cudaEventSynchronize              
     11.6       1327260458     220165       6028.5       5504.0       3732   15984907      39595.9  cudaLaunchKernel                  
      7.4        844464860     159838       5283.3       4924.0       3454     390350       3740.1  cuLaunchKernel                    
      4.6        533097903         11   48463445.7      15488.0       5030  530250765  159791688.9  cudaHostAlloc                     
      3.4        388791097       3704     104965.2      11664.0       3133  349753106    5746632.4  cudaMemcpyAsync                   
      3.0        348542225          1  348542225.0  348542225.0  348542225  348542225          0.0  cudaMemPoolTrimTo_v11020          
      1.7        191231717         11   17384701.5      19735.0       5357  189873077   57208439.0  cudaFreeHost                      
      0.5         56451834      81554        692.2        634.0        530     275592       1097.5  cudaStreamIsCapturing_v10000      
      0.5         54517497       1801      30270.7       4171.0       1258    8866316     275705.9  cudaMallocAsync_v11020            
      0.2         27733442         29     956325.6       8998.0        788   16504653    3200945.1  cudaFree                          
      0.1         16379195         12    1364932.9     177867.5      70542   13737119    3903866.9  cuLibraryUnload                   
      0.1         15254647         51     299110.7     273418.0     245469     995592     109860.7  cuModuleLoadData                  
      0.1          9431319         51     184927.8     165980.0     141372     439238      61032.6  cuModuleUnload                    
      0.1          8418172       3262       2580.7       2323.0       1754      28194       1428.1  cudaEventRecord                   
      0.1          7672592       1372       5592.3       4509.5        236      74208       3991.2  cudaMemsetAsync                   
      0.1          7183207       1801       3988.5       2583.0       1076     765834      24362.0  cudaFreeAsync_v11020              
      0.0          3229107         19     169953.0      12142.0       3655    1809659     409885.2  cudaMalloc                        
      0.0          3208021         32     100250.7       3947.5       3312    2889602     509918.2  cudaStreamCreateWithFlags         
      0.0          2541890         49      51875.3      12843.0      10808    1531685     218449.8  cuStreamCreate                    
      0.0          1128178        142       7944.9       8211.0       1474      28575       6538.9  cudaDeviceSynchronize             
      0.0           919694       2754        333.9        276.0        190      21363        605.2  cuGetProcAddress_v2               
      0.0           908210        131       6932.9       6459.0       1070     125033      10763.6  cudaStreamSynchronize             
      0.0           852442        890        957.8        732.5        551      21430        952.5  cudaEventCreateWithFlags          
      0.0           667088        890        749.5        596.0        536      17929        940.1  cudaEventDestroy                  
      0.0           437890         49       8936.5       6220.0       4882      97654      13332.3  cuStreamDestroy_v2                
      0.0           327049         36       9084.7       5402.0       4397      41302       9139.5  cudaStreamDestroy                 
      0.0           229009          9      25445.4      23055.0      15288      43251      10444.3  cudaMemGetInfo                    
      0.0            99528         49       2031.2       1996.0       1607       2845        233.4  cuEventCreate                     
      0.0            56812         49       1159.4        665.0        458      18386       2650.8  cuEventDestroy_v2                 
      0.0            56321         98        574.7        641.0        276       1299        209.5  cuCtxSetCurrent                   
      0.0            53012          3      17670.7      19023.0      11378      22611       5737.3  cudaStreamCreate                  
      0.0            52435          4      13108.8       1885.5        535      48129      23355.5  cudaDeviceGetDefaultMemPool_v11020
      0.0            40991          1      40991.0      40991.0      40991      40991          0.0  cudaStreamCreateWithPriority      
      0.0            32488          7       4641.1       4118.0       3586       8002       1534.1  cuInit                            
      0.0            12385          1      12385.0      12385.0      12385      12385          0.0  cudaMemPoolSetAttribute_v11020    
      0.0             6598          9        733.1        349.0        277       3711       1119.8  cuModuleGetLoadingMode            
      0.0             2722          2       1361.0       1361.0        510       2212       1203.5  cudaMemPoolGetAttribute_v11020    

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  ---------  ---------  --------  --------  -----------  ----------------------------------------------------------------------------------------------------
     31.2       3872781170       1631  2374482.6  2349145.0   2339066   3643091     156950.8  std::enable_if<T7, void>::type internal::gemvx::kernel<int, int, __half, float, float, float, (bool…
     25.1       3112104814     115920    26847.0    29983.0     11199     48991      11001.5  void gemv2T_kernel_val<int, int, __half, __half, __half, float, (int)128, (int)16, (int)4, (int)4, …
     11.6       1438087925      38640    37217.6    37119.0     35935     42975        722.2  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (b…
      7.5        927865038      38640    24013.1    24895.0     13631     36479       2993.8  void tensorrt_llm::kernels::mmha::masked_multihead_attention_kernel<unsigned short, unsigned short,…
      6.4        795117431       1631   487503.0   480881.0    452242    694347      31304.3  void tensorrt_llm::kernels::batchApplyPenalty<float>(const T1 *const *, T1 *, const T1 *, int *, co…
      4.3        539255469        504  1069951.3  1213723.0     57822   1737579     483031.3  void tensorrt_llm::kernels::softmax_kernel<__half, float, (int)1>(T1 *, const T2 *, const T1 *, con…
      2.6        321497699      78288     4106.6     2848.0      2143    163835      11464.0  generatedNativePointwise                                                                            
      2.3        283188720      75670     3742.4     3680.0      3391      6240        311.6  __myl_bb1_1_AddAddCasMeaSubMulMeaAddSqrDivMulCasMulAdd_com_vec                                      
      2.0        250734229       1488   168504.2   178971.0     40479    360181      85116.7  turing_fp16_s1688gemm_fp16_128x128_ldg8_f2f_tn                                                      
      1.3        155783351        336   463640.9   504576.5    180123    659084     138873.0  void cutlass::Kernel<cutlass_75_tensorop_s1688gemm_f16_64x64_tn_align1>(T1::Params)                 
      1.0        122660188       1631    75205.5    73758.0     67390    119196       6584.9  void tensorrt_llm::kernels::topKStage1<float, (int)128, (int)8>(const T1 *, const T1 *const *, T1 *…
      0.9        111682422       1631    68474.8    67134.0     61150    110012       6157.2  void tensorrt_llm::kernels::addBiasSoftMax<float>(T1 *, T1 **, T1 *, const T1 *, const int *, const…
      0.8         93891573        336   279439.2   297623.0    114236    387092      76500.9  void cutlass::Kernel<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_nn_align1>(T1::Params)             
      0.6         74682215        504   148179.0   158683.0     36543    213434      47060.6  void tensorrt_llm::kernels::add_fusedQKV_bias_transpose_kernel<__half, (bool)0>(T1 *, T1 *, T1 *, T…
      0.6         70753076        264   268004.1   272856.0    144603    336149      48429.5  turing_fp16_s1688gemm_fp16_256x64_sliced1x2_ldg8_f2f_tn                                             
      0.3         37054147        216   171547.0   157067.0     79389    281656      55531.4  turing_fp16_s1688gemm_fp16_256x128_ldg8_f2f_tn                                                      
      0.2         29801657        120   248347.1   263400.0     71838    403188     103485.9  void cutlass::Kernel<cutlass_75_tensorop_s1688gemm_f16_128x128_tn_align2>(T1::Params)               
      0.2         27570346       1610    17124.4    16832.0     15520     26463       1301.0  __myl_bb1_1_GatCasMeaSubMulMeaAddSqrDivMulCasMulAddCasMeaSubMulMeaAddSqrDivMulCasMulAdd_com         
      0.2         22416445        987    22711.7    25535.0      6175     31935       6984.1  __myl_bb1_1_AddAddCasMeaSubMulMeaAddSqrDivMulCasMulAdd_vec                                          
      0.1         16619304        120   138494.2   135068.0     36479    217145      61638.3  void cutlass::Kernel<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_nn_align2>(T1::Params)             
      0.1         12346510        504    24497.0    29263.0      4512     33215       8059.6  void tensorrt_llm::kernels::transpose4dBatchMajorKVCache<__half, __half, tensorrt_llm::kernels::KVB…
      0.1         11452381       1631     7021.7     6848.0      6431     23647        804.4  void tensorrt_llm::kernels::topKStage2Sampling<float, (int)128, (int)8>(const int *, T1 *, int **, …
      0.1          9902909        504    19648.6    21215.5      5760     27583       5912.5  void tensorrt_llm::kernels::transpose_remove_padding<__half2>(const T1 *, T1 *, int, int, int, int,…
      0.1          7889942       1631     4837.5     4736.0      4320     16096        608.7  tensorrt_llm::kernels::copyNextStepIds(int *, const int *const *, const int *, const int *, const i…
      0.1          6710982       1631     4114.6     4032.0      3808     14688        362.0  void tensorrt_llm::runtime::kernels::<unnamed>::reduceSum<int>(T1 *, const T1 *, unsigned long)     
      0.0          5989266       1631     3672.1     3552.0      3328     13823        636.7  tensorrt_llm::kernels::lengthCriterion(tensorrt_llm::kernels::FinishedState *, int *, const unsigne…
      0.0          5414616       1673     3236.5     3168.0      2560      5440        320.5  void cub::CUB_200200_700_800_860_890_900_NS::DeviceScanKernel<cub::CUB_200200_700_800_860_890_900_N…
      0.0          5282066       1610     3280.8     3232.0      2976      5280        281.5  __myl_bb1_2_AddAddCasMeaSubMulMea_com_vec                                                           
      0.0          4557119        504     9041.9     9471.5      3424     13568       2953.1  void tensorrt_llm::kernels::computeAttentionMask<__half>(T1 *, const int *, int, int, tensorrt_llm:…
      0.0          4181244       1610     2597.0     2560.0      2400      4224        202.1  __myl_bb1_1_AddSqrDivMulCasMulAddSubGat_com                                                         
      0.0          2868555       1652     1736.4     1696.0      1536      2752        156.4  void tensorrt_llm::runtime::kernels::<unnamed>::add<int>(T1 *, unsigned long, T1)                   
      0.0          2736972       1008     2715.3     2656.0      2015      4512        438.1  void tensorrt_llm::kernels::computeSeqOffsets<(int)256>(int *, const int *, int)                    
      0.0          2615923       1695     1543.3     1504.0      1312      3360        154.7  void tensorrt_llm::runtime::kernels::<unnamed>::fill<int>(T1 *, unsigned long, T1)                  
      0.0          2572869       1673     1537.9     1504.0      1344      2464        139.9  void cub::CUB_200200_700_800_860_890_900_NS::DeviceScanInitKernel<cub::CUB_200200_700_800_860_890_9…
      0.0          2019905         24    84162.7    84061.0     83229     85213        477.8  turing_fp16_s1688gemm_fp16_128x256_ldg8_f2f_stages_32x1_tn                                          
      0.0          1943007         24    80958.6    80637.0     79101     83709       1459.1  turing_s1688gemm_fp16_256x64_ldg8_stages_32x1_tn                                                    
      0.0          1685541         48    35115.4    34798.5     15359     56287      19633.0  turing_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn                                          
      0.0           952227         21    45344.1    49054.0     18816     67326       9687.5  __myl_bb1_1_GatCasMeaSubMulMeaAddSqrDivMulCasMulAddCasMeaSubMulMeaAddSqrDivMulCasMulAdd             
      0.0           928931        504     1843.1     1760.0      1407      3264        302.9  tensorrt_llm::kernels::computePaddingOffsets(int *, const int *, int)                               
      0.0           772969         24    32207.0    32175.0     31903     32640        192.6  turing_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_tn                                             
      0.0           529903         21    25233.5    30431.0      6592     33023       8789.7  __myl_bb1_2_AddAddCasMeaSubMulMea_vec                                                               
      0.0           444979         24    18540.8    18575.5     17920     19167        333.8  turing_s1688gemm_fp16_128x128_ldg8_stages_32x1_tn                                                   
      0.0            77597         21     3695.1     3712.0      2912      4800        403.8  __myl_bb1_1_AddSqrDivMulCasMulAddSubGat                                                             
      0.0            72543         42     1727.2     1664.0      1504      2784        233.0  void tensorrt_llm::kernels::scatterDecodingParamsKernel<float>(const T1 *, T1 *, const int *, int)  
      0.0            45599         21     2171.4     2112.0      1920      3712        360.1  tensorrt_llm::runtime::kernels::<unnamed>::copyPackedInputToOutput(int *, const int *, const int *,…
      0.0            42656         21     2031.2     1984.0      1760      3296        299.6  tensorrt_llm::layers::setTopPRuntimeArgs(int, int, int *, int, float, float *, int, bool *, const i…
      0.0            41663         21     1984.0     1920.0      1760      3232        294.0  void tensorrt_llm::layers::setupTopKRuntimeArgs<(int)1024>(int, int, int *, int, float, float *, in…
      0.0            41535         21     1977.9     1920.0      1728      3136        276.1  void tensorrt_llm::runtime::kernels::<unnamed>::tileTensor<int>(T1 *, const T1 *, unsigned int, uns…
      0.0            36768         21     1750.9     1728.0      1568      2752        236.3  void tensorrt_llm::kernels::scatterDecodingParamsKernel<int>(const T1 *, T1 *, const int *, int)    
      0.0            33854         21     1612.1     1568.0      1440      2528        217.2  tensorrt_llm::kernels::curandInitialize(curandStateXORWOW *, const int *, int, unsigned long)       

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count  Avg (ns)  Med (ns)  Min (ns)  Max (ns)   StdDev (ns)            Operation           
 --------  ---------------  -----  --------  --------  --------  ---------  -----------  ------------------------------
     96.9        350810309   1821  192647.1     704.0       448  349516808    8190533.8  [CUDA memcpy Host-to-Device]  
      2.1          7620152   1350    5644.6    1312.0       448      18047       6509.3  [CUDA memset]                 
      0.9          3218609   1694    1900.0    1856.0      1504       3424        181.1  [CUDA memcpy Device-to-Device]
      0.1           292730    189    1548.8    1472.0      1343       2496        200.8  [CUDA memcpy Device-to-Host]  

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count  Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  -----  --------  --------  --------  --------  -----------  ------------------------------
   1637.434   1821     0.899     0.003     0.000  1632.232       38.250  [CUDA memcpy Host-to-Device]  
   1554.323   1350     1.151     0.000     0.000     3.781        1.584  [CUDA memset]                 
      0.093   1694     0.000     0.000     0.000     0.004        0.000  [CUDA memcpy Device-to-Device]
      0.023    189     0.000     0.000     0.000     0.003        0.000  [CUDA memcpy Device-to-Host]  

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/openmp_sum.py]... 
SKIPPED: report1.sqlite does not contain OpenMP event data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/opengl_khr_range_sum.py]... 
SKIPPED: report1.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: report1.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/vulkan_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/dx11_pix_sum.py]... 
SKIPPED: report1.sqlite does not contain DX11 CPU debug markers.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain DX12 GPU debug markers.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/dx12_pix_sum.py]... 
SKIPPED: report1.sqlite does not contain DX12 CPU debug markers.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/wddm_queue_sum.py]... 
SKIPPED: report1.sqlite does not contain WDDM context data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/um_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/um_total_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/openacc_sum.py]... 
SKIPPED: report1.sqlite does not contain OpenACC event data.

